Fecha,Total,Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeralausi),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerqvdo),Vlan200(routerqvdo),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routermanta),Vlan100(routertena),Vlan200(routertena),Vlan100(routerbalzar),Vlan200(routermanta),Vlan200(routerbalzar),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerbalsas),Vlan200(routerbalsas),Vlan100(routeresmeraldas),Vlan100(routermontecristi),Vlan200(routermontecristi),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routeresmeraldas2),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routercoca),Vlan200(routercoca),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan200(routeresmeraldas2),Vlan2003(routergyea),Vlan1004(routergyei)
2020-05-17 20:00 - 22:00,836.81,1.43,2.45,-,7.33,-,4.99,0.02,-,0.98,0.82,1.29,1.29,0.92,0.49,0.0,0.01,0.31,0.18,0.0,0.62,0.86,0.07,0.0,0.27,0.0,0.38,0.48,4.19,4.43,0.33,0.29,6.52,6.15,0.73,-,1.37,1.38,0.78,1.67,-,7.8,0.0,0.0,0.37,0.39,5.07,6.28,0.4,0.93,0.88,0.79,-,0.73,0.17,0.59,7.96,-,5.39,4.63,4.65,5.11,4.52,6.39,0.12,0.0,0.09,0.24,-,0.31,-,0.12,0.0,0.72,0.76,1.53,1.32,0.29,0.52,0.67,1.35,0.0,0.13,0.01,0.08,0.05,0.09,0.24,0.0,-,0.0,0.48,0.0,3.51,1.01,0.66,0.71,0.25,0.38,0.0,14.33,17.72,-,5.8,4.41,2.08,17.23,17.23,1.59,2.09,21.27,16.41,16.16,13.35,12.99,16.27,9.57,9.85,14.25,15.01,9.78,10.77,7.53,7.45,0.09,0.95,1.97,1.0,0.17,0.05,0.0,7.51,8.1,8.37,8.86,19.8,20.68,16.47,13.53,12.17,11.42,5.89,8.12,11.6,13.11,15.52,13.71,5.27,-,20.22,17.4,17.93,12.45,18.38,17.63,18.11,9.85,24.4,20.1,15.94,9.09,10.1,7.59,6.83,4.81,-,-,-,-,-,-,4.24,2.51,-
2020-05-17 22:00 - 24:00,800.83,1.33,2.33,-,7.33,-,4.62,0.02,-,0.88,0.79,1.14,1.29,0.82,0.53,0.0,0.01,0.31,0.16,0.0,0.61,0.85,0.05,0.0,0.24,0.0,0.38,0.37,4.06,4.07,0.33,0.27,6.37,5.96,0.73,-,1.3,1.37,0.78,1.62,-,7.56,0.0,0.0,0.35,0.39,4.86,6.15,0.4,0.84,0.8,0.77,-,0.73,0.18,0.52,7.97,-,5.35,4.51,4.65,5.01,4.43,6.39,0.1,0.0,0.09,0.24,-,0.21,-,0.11,0.0,0.7,0.7,1.38,1.32,0.28,0.48,0.52,1.27,0.0,0.12,0.01,0.06,0.03,0.1,0.23,0.0,-,0.0,0.47,0.0,3.17,1.01,0.66,0.67,0.25,0.41,0.0,13.96,17.57,-,5.75,4.23,1.98,16.51,16.51,1.48,1.92,19.62,15.9,14.37,12.72,11.95,15.68,9.4,9.35,14.31,14.42,9.52,10.77,7.04,7.16,0.07,0.94,1.87,1.0,0.13,0.05,0.0,7.47,7.62,8.22,8.86,18.31,20.34,15.61,12.69,11.26,10.31,5.75,7.92,9.74,12.61,14.69,10.98,5.23,-,19.68,16.68,17.11,12.02,18.22,17.31,17.31,9.85,23.8,19.59,15.01,8.75,9.55,7.48,6.22,4.37,-,-,-,-,-,-,4.2,2.51,-
2020-05-18 00:00 - 02:00,573.93,1.08,1.5,7.75,5.71,-,3.17,0.02,-,0.66,0.62,0.74,0.87,0.65,0.4,0.0,0.01,0.22,0.08,0.0,0.49,0.59,0.02,0.0,0.2,0.0,0.29,0.21,2.91,2.98,0.24,0.2,4.73,4.28,0.45,-,0.83,0.98,0.43,1.31,7.89,5.58,0.0,0.0,0.25,0.26,3.22,4.32,0.21,0.58,0.5,0.47,7.22,0.45,0.13,0.35,6.57,-,3.54,2.85,2.96,3.71,2.85,4.42,0.07,0.0,0.05,0.13,-,0.14,-,0.08,0.0,0.42,0.47,0.74,0.77,0.13,0.44,0.31,0.8,0.0,0.09,0.01,0.04,0.02,0.09,0.23,0.0,-,0.0,0.31,0.0,2.54,0.69,0.41,0.36,0.17,0.22,0.0,8.77,7.31,-,3.58,2.78,1.12,10.4,10.4,0.96,1.38,13.55,9.78,9.88,9.33,8.46,10.86,6.28,5.26,10.2,11.02,6.88,7.36,5.76,5.82,0.05,0.63,1.45,0.84,0.1,0.05,0.0,5.89,5.73,6.07,6.24,12.33,13.07,10.89,9.29,6.32,5.66,3.24,5.73,6.86,9.83,11.45,8.93,4.27,-,14.34,12.77,11.02,8.62,13.14,12.05,12.19,6.05,16.95,14.51,9.38,5.43,5.7,5.55,3.73,2.65,-,-,-,-,-,-,3.19,1.85,-
2020-05-18 02:00 - 04:00,260.83,0.51,0.92,4.23,2.95,-,1.29,0.01,-,0.42,0.29,0.29,0.37,0.24,0.26,0.0,0.0,0.06,0.04,0.0,0.17,0.23,0.01,0.0,0.09,0.0,0.1,0.09,1.26,1.53,0.14,0.12,2.19,2.25,0.24,-,0.36,0.41,0.19,0.62,3.32,2.22,0.0,0.0,0.12,0.13,1.22,1.86,0.18,0.25,0.21,0.16,3.86,0.16,0.12,0.14,3.04,-,1.59,1.24,1.4,1.89,1.41,1.92,0.05,0.0,0.03,0.07,-,0.11,-,0.06,0.0,0.17,0.17,0.27,0.37,0.06,0.22,0.09,0.35,0.0,0.01,0.0,0.01,0.01,0.08,0.11,0.0,-,0.0,0.19,0.0,1.21,0.25,0.21,0.16,0.09,0.06,0.0,3.23,2.67,-,1.82,1.28,0.43,4.3,4.3,0.38,0.64,5.22,4.21,3.62,3.49,3.46,4.31,2.9,2.92,3.93,4.19,2.98,3.08,2.89,2.86,0.03,0.44,0.77,0.51,0.03,0.01,0.0,2.81,2.6,2.28,2.3,5.29,5.63,4.41,3.86,3.13,3.0,1.78,2.59,3.9,4.5,5.03,4.16,1.97,-,6.64,6.24,5.26,4.85,7.1,6.04,5.73,3.44,7.51,7.15,4.22,2.33,3.39,2.65,1.77,1.07,-,-,-,-,-,-,1.74,0.82,-
2020-05-18 04:00 - 06:00,104.43,0.36,0.5,1.33,1.11,-,0.69,0.0,-,0.26,0.13,0.23,0.23,0.18,0.08,0.0,0.0,0.05,0.01,0.0,0.13,0.14,0.0,0.0,0.05,0.0,0.06,0.06,0.74,0.77,0.03,0.12,0.93,0.78,0.08,-,0.17,0.17,0.11,0.41,1.57,1.09,0.0,0.0,0.18,0.05,0.66,0.98,0.08,0.16,0.15,0.1,1.99,0.09,0.04,0.1,1.37,-,0.87,0.69,0.58,0.83,1.02,0.97,0.04,0.0,0.01,0.02,-,0.03,-,0.06,0.0,0.12,0.16,0.22,0.2,0.05,0.04,0.15,0.3,0.0,0.02,0.0,0.01,0.0,0.03,0.04,0.0,-,0.0,0.15,0.0,0.41,0.13,0.09,0.13,0.03,0.06,-,2.11,1.53,-,0.81,0.7,0.39,-,-,0.36,0.44,2.87,-,2.02,2.06,1.81,2.35,-,-,2.07,2.16,-,-,1.39,1.23,0.02,0.33,0.44,0.27,0.02,0.01,0.0,1.31,1.27,-,-,2.68,2.86,2.55,1.98,-,-,-,1.35,1.5,1.85,2.22,1.79,0.76,-,2.35,2.22,2.41,1.66,2.71,2.25,1.87,1.39,3.32,3.16,1.82,0.98,1.22,1.15,0.73,0.63,-,-,-,-,-,-,0.77,0.3,-
2020-05-18 06:00 - 08:00,336.13,0.58,1.0,3.3,2.45,-,1.79,0.01,-,0.42,0.45,0.56,0.54,0.32,0.19,0.0,0.0,0.17,0.1,0.0,0.28,0.28,0.03,0.0,0.09,0.0,0.17,0.2,1.55,1.64,0.15,0.07,2.1,1.89,0.29,-,0.5,0.56,0.34,0.75,3.34,2.42,0.0,0.0,0.12,0.17,2.38,2.71,0.14,0.33,0.3,0.35,3.76,0.35,0.11,0.25,3.46,-,2.5,2.04,1.91,2.09,1.85,2.51,0.04,0.0,0.09,0.1,-,0.14,-,0.11,0.0,0.38,0.31,0.74,0.59,0.11,0.25,0.37,0.78,0.0,0.03,0.0,0.03,0.03,0.03,0.11,0.0,-,0.0,0.29,0.0,0.93,0.55,0.27,0.25,0.08,0.14,0.0,6.28,7.59,-,2.56,2.12,1.02,8.16,8.16,0.79,1.01,8.48,7.07,6.43,5.76,5.47,7.03,4.24,4.09,6.52,6.74,4.25,4.45,2.84,2.44,0.07,0.42,0.77,0.27,0.1,0.02,0.0,2.65,2.66,2.86,3.22,8.04,9.02,6.83,5.57,5.03,4.38,2.43,3.63,4.51,5.21,5.52,5.07,2.0,-,6.34,5.36,5.79,3.88,5.72,5.42,6.0,3.31,8.78,7.18,5.67,3.22,3.51,2.65,2.8,1.79,-,-,-,-,-,-,1.38,0.93,-
2020-05-18 08:00 - 10:00,506.15,0.85,1.59,5.55,4.23,-,2.99,0.02,-,0.62,0.69,0.73,0.82,0.44,0.38,0.0,0.0,0.21,0.13,0.0,0.37,0.43,0.04,0.0,0.2,0.0,0.26,0.28,2.59,2.5,0.33,0.18,3.51,3.29,0.43,-,0.78,0.81,0.45,1.04,6.19,4.17,0.0,0.0,0.17,0.24,2.91,3.75,0.22,0.47,0.54,0.51,5.89,0.5,0.14,0.39,5.27,-,3.59,3.17,2.5,2.99,2.7,3.76,0.1,0.0,0.09,0.16,-,0.21,-,0.11,0.0,0.47,0.4,1.05,0.8,0.22,0.32,0.44,1.02,0.0,0.06,0.01,0.05,0.04,0.04,0.13,0.0,-,0.0,0.33,0.0,1.79,0.65,0.41,0.47,0.17,0.22,0.0,8.59,10.17,-,3.56,2.68,1.38,10.99,10.99,0.94,1.27,12.7,9.24,8.78,7.76,7.21,9.83,5.68,5.74,8.72,9.25,6.26,6.74,4.5,4.22,0.07,0.7,0.95,0.37,0.15,0.03,0.0,4.17,4.3,4.33,4.77,11.49,12.17,9.33,7.8,7.01,6.3,3.32,4.62,5.84,7.44,8.64,7.39,2.93,-,11.56,9.45,10.08,6.9,10.56,9.5,10.61,6.01,14.1,11.22,10.26,5.77,6.1,4.32,5.01,3.06,-,-,-,-,-,-,2.35,1.39,-
2020-05-18 10:00 - 12:00,578.11,0.97,1.59,6.27,4.83,-,4.09,0.02,-,0.68,0.72,0.73,1.02,0.66,0.42,0.0,0.01,0.24,0.12,0.0,0.43,0.53,0.05,0.0,0.21,0.0,0.33,0.32,3.03,2.85,0.33,0.2,4.33,3.97,0.5,-,0.93,0.92,0.53,1.15,7.04,4.83,0.0,0.0,0.18,0.24,2.99,4.14,0.24,0.57,0.57,0.56,7.43,0.58,0.2,0.46,6.29,-,4.05,3.48,2.59,3.58,3.03,4.26,0.09,0.0,0.07,0.16,-,0.23,-,0.11,0.0,0.49,0.49,1.05,0.89,0.24,0.37,0.46,1.19,0.0,0.07,0.01,0.05,0.02,0.05,0.15,0.0,-,0.0,0.37,0.0,2.29,0.74,0.46,0.48,0.21,0.25,0.0,9.33,11.02,-,3.93,3.1,1.51,11.55,11.55,1.09,1.43,13.91,10.51,9.59,8.44,8.15,10.74,6.67,6.89,9.53,9.96,6.36,6.91,5.18,4.97,0.07,0.85,1.21,0.46,0.11,0.04,0.0,4.59,5.14,5.2,5.52,12.3,13.22,10.75,9.54,7.95,6.82,4.06,5.48,7.19,7.98,10.65,9.52,3.57,-,14.12,11.68,12.86,8.13,12.75,11.67,13.51,7.13,15.95,13.05,10.82,6.14,6.59,5.03,5.26,3.21,-,-,-,-,-,-,2.88,1.49,-
2020-05-18 12:00 - 14:00,651.84,1.05,1.85,7.67,5.83,-,5.71,0.01,-,0.71,0.81,0.84,1.18,0.64,0.56,0.0,0.01,0.25,0.11,0.0,0.49,0.56,0.05,0.0,0.24,0.0,0.38,0.33,3.44,3.1,0.24,0.23,5.14,4.77,0.52,-,1.05,1.31,0.58,1.19,7.93,5.61,0.0,0.0,0.29,0.3,3.43,4.93,0.3,0.71,0.69,0.7,7.86,0.72,0.24,0.48,7.06,-,4.49,3.57,3.31,3.69,3.93,5.0,0.2,0.0,0.11,0.17,-,0.22,-,0.12,0.0,0.54,0.54,1.21,1.04,0.2,0.39,0.56,1.27,0.0,0.08,0.01,0.04,0.04,0.06,0.24,0.0,-,0.0,0.38,0.0,2.53,0.77,0.5,0.56,0.19,0.31,0.0,9.4,11.77,-,4.03,3.21,1.57,13.2,13.2,1.07,1.46,15.15,11.23,10.77,8.79,8.7,11.31,7.67,7.04,10.31,10.12,7.1,7.4,6.16,5.9,0.07,0.82,1.43,0.56,0.16,0.07,0.0,5.33,5.77,5.75,6.27,14.36,15.65,12.79,10.59,8.55,8.02,4.45,6.39,7.36,8.54,12.36,11.31,4.39,-,16.36,13.84,14.24,9.73,14.99,13.56,15.22,8.45,18.95,15.37,11.84,6.46,7.02,5.75,5.25,3.71,-,-,-,-,-,-,3.45,1.72,-
2020-05-18 14:00 - 16:00,772.5,1.15,2.19,7.98,6.52,-,5.61,0.02,-,0.86,0.77,1.05,1.24,0.8,0.56,0.0,0.01,0.34,0.1,0.0,0.55,0.6,0.05,0.0,0.3,0.0,0.37,0.38,3.77,3.5,0.24,0.27,5.8,5.39,0.63,-,1.27,1.32,0.73,1.48,7.93,7.26,0.0,0.0,0.29,0.42,4.12,6.29,0.3,0.81,0.7,0.73,-,0.77,0.24,0.5,7.99,-,4.91,4.09,3.99,4.56,4.72,6.32,0.2,0.0,0.11,0.22,-,0.26,-,0.12,0.0,0.74,0.61,1.54,1.23,0.3,0.46,0.59,1.46,0.0,0.09,0.01,0.04,0.04,0.09,0.26,0.0,-,0.0,0.55,0.0,3.01,0.8,0.62,0.66,0.21,0.37,0.0,12.68,15.27,-,5.23,3.97,1.97,16.07,16.07,1.81,1.87,19.62,14.96,14.02,11.9,11.55,14.17,8.42,8.83,12.82,13.69,8.8,9.52,6.89,6.63,0.08,0.9,1.62,0.64,0.1,0.09,0.0,6.61,6.95,6.99,7.22,17.92,20.29,16.0,12.97,10.9,10.4,5.35,8.35,8.67,9.94,13.73,12.98,4.72,-,19.16,15.41,15.88,11.3,16.77,15.99,16.85,9.51,21.69,17.71,14.43,8.37,9.07,6.5,6.3,4.01,-,-,-,-,-,-,3.99,1.98,-
2020-05-18 16:00 - 18:00,789.0,1.26,2.25,7.75,6.52,-,3.95,0.05,-,0.94,0.88,1.37,1.28,0.77,0.51,0.0,0.01,0.36,0.11,0.0,0.56,0.65,0.05,0.0,0.3,0.0,0.36,0.38,3.85,3.67,0.27,0.23,6.07,5.39,0.62,-,1.27,1.35,0.85,1.57,-,7.26,0.0,0.0,0.36,0.42,4.53,6.57,0.34,0.8,0.7,0.72,-,0.72,0.21,0.49,8.0,-,4.93,4.34,4.09,4.6,5.23,6.32,0.13,0.0,0.06,0.22,-,0.24,-,0.14,0.0,0.75,0.62,1.54,1.28,0.35,0.51,0.63,1.43,0.0,0.1,0.02,0.03,0.05,0.12,0.26,0.0,-,0.0,0.57,0.0,3.18,0.85,0.63,0.67,0.28,0.35,0.0,12.88,16.08,-,5.31,4.46,2.13,16.32,16.32,1.7,2.08,20.17,15.6,14.46,12.91,11.93,15.13,9.09,9.14,13.7,14.42,9.76,10.33,6.89,7.12,0.1,0.9,1.62,0.74,0.1,0.05,0.0,6.9,7.24,7.45,7.59,18.91,20.69,17.0,14.0,11.32,10.67,5.62,8.45,9.39,10.63,13.91,12.7,4.86,-,19.42,15.68,16.23,11.41,17.24,16.41,17.1,9.47,22.44,18.3,14.7,8.2,9.16,6.9,6.3,4.01,-,-,-,-,-,-,3.99,2.16,-
2020-05-18 18:00 - 20:00,785.01,1.35,2.32,7.94,6.26,-,4.59,0.05,-,0.95,1.03,1.1,1.28,0.78,0.57,0.0,0.01,0.37,0.11,0.0,0.59,0.69,0.05,0.0,0.32,0.0,0.4,0.49,4.12,3.87,0.3,0.24,6.11,5.45,0.63,-,1.18,1.22,0.8,1.57,-,6.7,0.0,0.0,0.41,0.41,4.6,6.43,0.29,0.77,0.78,0.72,-,0.72,0.2,0.57,7.9,-,5.04,4.48,4.05,4.75,4.74,6.58,0.13,0.0,0.11,0.22,-,0.29,-,0.14,0.0,0.75,0.66,1.5,1.29,0.37,0.51,0.69,1.43,0.0,0.15,0.01,0.04,0.03,0.12,0.26,0.0,-,0.0,0.59,0.0,3.07,0.82,0.68,0.68,0.3,0.36,0.0,13.35,16.08,-,5.41,4.46,2.08,16.32,16.32,1.7,2.32,20.17,15.92,14.46,12.91,12.14,15.13,9.09,9.14,13.7,14.33,9.35,10.28,7.03,6.9,0.1,0.87,1.6,0.71,0.1,0.06,0.0,6.5,7.03,7.36,7.45,19.06,20.88,16.96,13.76,11.94,10.81,5.92,8.47,9.89,11.41,13.94,12.44,4.82,-,18.2,15.43,15.62,11.1,16.54,15.76,16.34,9.18,21.37,18.29,14.48,8.07,8.7,6.68,6.0,4.15,-,-,-,-,-,-,4.08,2.25,-
2020-05-18 20:00 - 22:00,827.9,1.51,2.31,-,7.08,-,4.65,0.05,-,0.96,1.03,1.17,1.38,0.79,0.55,0.0,0.01,0.42,0.15,0.0,0.62,0.67,0.07,0.0,0.31,0.0,0.45,0.5,4.22,4.14,0.32,0.33,6.78,5.99,0.73,-,1.31,1.39,0.73,1.58,-,7.61,0.0,0.0,0.41,0.42,5.0,6.81,0.37,0.88,0.82,0.76,-,0.78,0.2,0.59,7.9,-,5.54,4.89,4.21,5.42,4.45,6.18,0.14,0.0,0.11,0.24,-,0.27,-,0.12,0.0,0.76,0.76,1.67,1.42,0.33,0.49,0.69,1.36,0.0,0.15,0.01,0.05,0.05,0.1,0.23,0.0,-,0.0,0.52,0.0,3.4,0.96,0.67,0.71,0.3,0.41,0.0,14.83,18.47,-,5.51,4.37,2.08,17.6,17.6,1.54,2.11,21.11,15.58,15.72,13.66,12.3,16.21,9.64,9.76,14.59,15.61,10.11,11.01,7.59,7.57,0.12,0.99,1.71,0.75,0.13,0.07,0.0,7.35,7.6,8.35,8.4,18.4,20.07,17.35,13.55,11.66,11.16,5.8,8.62,11.67,12.9,14.8,13.23,5.13,-,20.0,16.62,17.37,12.35,18.15,16.91,17.95,9.6,23.87,20.26,15.59,8.75,9.81,7.32,6.67,4.35,-,-,-,-,-,-,4.18,2.38,-
2020-05-18 22:00 - 24:00,826.18,1.49,2.22,7.92,6.96,-,4.65,0.04,-,0.95,0.93,1.13,1.3,0.77,0.55,0.0,0.01,0.42,0.12,0.0,0.57,0.67,0.05,0.0,0.28,0.0,0.44,0.49,4.21,4.07,0.32,0.33,6.66,5.58,0.67,-,1.21,1.27,0.72,1.47,-,7.23,0.0,0.0,0.41,0.41,5.0,6.81,0.35,0.86,0.82,0.72,7.83,0.76,0.19,0.57,7.81,-,5.41,4.66,4.21,5.42,4.24,6.18,0.13,0.0,0.08,0.18,-,0.27,-,0.1,0.0,0.75,0.69,1.53,1.42,0.29,0.49,0.58,1.28,0.0,0.08,0.01,0.06,0.03,0.1,0.22,0.0,-,0.0,0.41,0.0,3.4,0.96,0.66,0.69,0.29,0.35,0.0,14.83,17.7,-,5.51,4.37,1.92,16.61,16.61,1.49,1.97,19.76,15.58,15.22,13.66,11.84,15.81,9.45,9.73,14.35,14.35,9.83,10.72,7.59,7.52,0.13,0.99,1.76,0.74,0.18,0.05,0.0,7.35,7.29,8.12,8.36,18.16,19.26,17.04,13.55,11.55,10.89,5.76,8.62,11.67,12.9,14.23,13.23,5.13,-,19.88,16.23,17.17,12.35,18.15,16.77,17.95,9.6,23.53,19.57,15.31,8.48,9.81,7.27,6.63,4.3,-,-,-,-,-,-,4.12,2.25,-
2020-05-19 00:00 - 02:00,599.87,0.98,1.73,7.27,5.64,-,3.57,0.04,-,0.73,0.68,0.79,1.01,0.57,0.43,0.0,0.01,0.24,0.07,0.0,0.34,0.5,0.03,0.0,0.19,0.0,0.28,0.33,3.04,2.93,0.2,0.22,5.0,4.01,0.44,-,0.75,0.98,0.41,1.15,7.75,5.21,0.0,0.0,0.32,0.33,3.17,4.48,0.24,0.59,0.43,0.48,7.35,0.44,0.13,0.38,6.44,-,3.49,2.78,2.84,4.06,2.85,3.99,0.07,0.0,0.08,0.13,-,0.18,-,0.08,0.0,0.41,0.46,0.9,0.72,0.21,0.36,0.33,0.84,0.0,0.06,0.01,0.03,0.01,0.1,0.09,0.0,-,0.0,0.24,0.0,2.67,0.59,0.44,0.44,0.15,0.26,0.0,9.21,10.17,-,3.84,2.95,1.06,10.5,10.5,0.97,1.29,13.53,10.28,10.2,9.07,8.1,11.17,6.7,6.66,9.83,9.95,6.38,7.24,5.85,5.74,0.13,0.73,1.35,0.63,0.13,0.04,0.0,5.78,5.74,6.13,6.35,12.47,13.8,11.21,9.04,7.99,7.48,4.14,6.29,8.57,8.95,10.34,9.99,3.83,-,14.34,12.85,12.25,9.97,14.35,12.86,14.0,7.98,20.11,14.75,10.51,5.78,7.16,6.01,4.54,2.67,-,-,-,-,-,-,3.46,1.8,-
2020-05-19 02:00 - 04:00,283.25,0.46,0.87,4.12,3.44,-,1.57,0.04,-,0.44,0.36,0.33,0.47,0.24,0.21,0.0,0.0,0.11,0.02,0.0,0.2,0.24,0.01,0.0,0.08,0.0,0.13,0.17,1.52,1.48,0.07,0.12,2.35,2.09,0.26,-,0.29,0.38,0.16,0.73,3.86,2.69,0.0,0.0,0.27,0.24,1.52,2.1,0.06,0.22,0.16,0.24,3.72,0.21,0.07,0.19,3.04,-,1.53,1.46,1.25,1.76,1.45,2.24,0.06,0.0,0.08,0.07,-,0.05,-,0.07,0.0,0.2,0.16,0.34,0.27,0.11,0.14,0.13,0.42,0.0,0.02,0.0,0.03,0.01,0.08,0.08,0.0,-,0.0,0.16,0.0,1.34,0.25,0.15,0.33,0.1,0.06,0.0,3.43,4.41,-,1.34,1.24,0.57,4.56,4.56,0.42,0.6,5.83,4.34,4.56,4.0,3.67,4.24,3.22,3.11,4.49,4.85,2.71,3.35,3.25,3.03,0.06,0.55,0.86,0.37,0.11,0.02,0.0,3.21,3.04,3.59,3.15,5.23,5.9,5.24,4.07,3.17,3.36,1.93,2.82,4.77,5.28,4.96,4.54,2.23,-,7.46,6.19,5.5,5.34,7.63,6.29,6.1,3.82,8.25,7.01,4.63,2.51,3.46,2.69,1.86,1.09,-,-,-,-,-,-,2.02,1.21,-
2020-05-19 04:00 - 06:00,170.68,0.4,0.68,2.04,1.39,-,0.89,0.01,-,0.36,0.13,0.17,0.27,0.23,0.08,0.0,0.0,0.11,0.01,0.0,0.14,0.14,0.02,0.0,0.05,0.0,0.1,0.1,1.03,0.87,0.04,0.08,1.5,1.04,0.13,-,0.22,0.19,0.14,0.5,1.64,1.5,0.0,0.0,0.07,0.16,0.85,1.17,0.08,0.25,0.11,0.17,1.78,0.1,0.06,0.16,1.75,-,1.05,0.91,0.92,0.81,0.91,1.43,0.02,0.0,0.01,0.05,-,0.07,-,0.05,0.0,0.18,0.11,0.39,0.36,0.09,0.14,0.16,0.3,0.0,0.01,0.0,0.02,0.01,0.01,0.05,0.0,-,0.0,0.12,0.0,0.55,0.28,0.12,0.23,0.08,0.1,0.0,3.47,3.91,-,1.02,0.93,0.46,4.04,4.04,0.62,0.52,3.34,3.09,2.75,2.81,2.22,3.44,1.99,2.02,3.68,3.73,2.3,2.41,1.63,1.31,0.05,0.27,0.63,0.39,0.11,0.02,0.0,2.1,1.27,2.01,2.31,2.99,3.62,2.84,2.3,2.11,1.95,1.11,1.63,3.93,3.44,2.87,2.4,1.43,-,3.59,2.8,2.7,2.11,3.73,2.9,2.81,1.52,4.01,3.22,2.69,1.59,1.84,1.66,1.03,0.75,-,-,-,-,-,-,0.99,0.78,-
