Fecha,Total,Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routeresmeraldas),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routermanta),Vlan200(routermanta),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routerpasaje),Vlan200(routerpasaje),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routerriobamba),Vlan200(routerriobamba),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routerbalzar),Vlan200(routerbalzar),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerbalsas),Vlan100(routerqvdo),Vlan200(routerbalsas),Vlan200(routerqvdo),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routeralausi),Vlan200(routeralausi),Vlan100(routercoca),Vlan200(routercoca),Vlan100(routertena),Vlan200(routertena),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routeresmeraldas2),Vlan200(routeresmeraldas2),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan100(routermontecristi),Vlan200(routermontecristi)
2020-06-07 02:00 - 04:00,450.21,0.18,0.16,1.16,0.96,0.31,0.37,0.0,0.0,2.36,2.32,0.04,0.33,-,0.13,0.42,0.51,0.51,0.53,0.59,2.73,2.1,0.12,0.19,0.76,0.76,2.39,3.35,0.47,0.31,-,1.86,0.44,0.53,0.47,0.96,5.52,5.45,6.39,4.19,0.28,0.36,0.0,-,0.09,0.0,0.03,0.0,5.44,4.54,0.09,0.24,6.74,2.25,0.0,0.0,1.87,2.99,0.16,0.23,0.14,-,0.0,0.0,0.13,0.0,0.04,0.0,0.15,0.0,0.04,2.78,0.0,3.46,0.01,-,2.42,2.91,0.29,0.37,-,-,0.2,0.0,0.43,0.09,0.13,-,0.18,0.7,0.58,0.62,0.01,0.02,0.22,0.0,0.02,0.07,0.39,0.26,0.26,0.18,0.0,0.06,1.77,3.12,9.27,7.19,6.92,6.42,5.94,8.08,6.28,7.69,-,2.79,2.3,0.7,7.39,7.39,8.49,8.94,7.46,6.11,5.53,5.5,2.85,4.19,4.7,4.59,6.33,9.88,5.18,4.69,5.06,4.18,4.85,4.72,6.58,8.11,8.05,6.73,3.5,1.62,12.29,12.83,7.55,3.6,5.35,4.52,2.96,1.6,11.46,10.64,9.44,7.65,10.23,9.84,9.09,6.25,4.17,4.22,0.12,0.82,1.24,0.6,0.04,0.09,0.0,-,-,-,-,-,-,0.16,-
2020-06-07 04:00 - 06:00,194.44,0.07,0.04,0.46,0.47,0.16,0.14,0.0,0.0,1.16,0.99,0.02,0.17,-,0.07,0.14,0.4,0.31,0.23,0.32,1.15,0.98,0.07,0.08,0.51,0.53,0.94,1.2,0.19,0.13,-,0.84,0.17,0.2,0.34,0.36,2.28,1.92,3.11,1.94,0.11,0.12,0.0,-,0.09,0.0,0.01,0.0,2.23,1.92,0.06,0.11,2.88,1.05,0.0,0.0,0.72,1.53,0.07,0.07,0.11,-,0.0,0.0,0.11,0.0,0.02,0.0,0.05,0.0,0.02,1.46,0.0,1.39,0.01,-,1.0,1.16,0.13,0.14,-,-,0.14,0.0,0.25,0.05,0.06,-,0.1,0.39,0.2,0.3,0.01,0.02,0.14,0.0,0.01,0.02,0.2,0.17,0.13,0.14,0.0,0.01,0.8,1.42,3.99,2.72,2.78,2.72,2.48,3.3,2.66,3.13,-,1.05,1.0,0.46,3.36,3.36,3.87,3.79,3.18,2.48,2.04,2.16,1.17,1.78,2.1,2.07,2.46,3.94,1.97,1.99,2.25,1.67,2.3,2.36,3.13,3.67,3.48,3.34,1.39,0.85,5.04,5.85,3.09,1.54,2.66,2.07,1.11,0.79,4.76,4.52,3.75,3.27,4.57,4.04,3.86,2.61,2.05,1.74,0.06,0.41,0.59,0.26,0.04,0.01,0.0,-,-,-,-,-,-,0.07,-
2020-06-07 06:00 - 08:00,374.33,0.11,0.11,0.96,0.77,0.39,0.3,0.0,0.0,1.79,1.86,0.05,0.35,-,0.21,0.33,0.88,0.65,0.56,0.65,2.77,2.21,0.11,0.18,0.91,1.03,2.39,3.05,0.35,0.24,-,2.11,0.39,0.39,0.55,0.64,4.59,3.54,3.87,2.96,0.32,0.36,0.0,-,0.1,0.0,0.04,0.0,4.08,3.14,0.15,0.23,6.42,2.28,0.0,0.0,1.87,2.72,0.18,0.22,0.27,-,0.0,0.01,0.18,0.0,0.03,0.0,0.16,0.0,0.05,2.4,0.0,2.76,0.02,-,1.85,2.25,0.27,0.32,-,-,0.25,0.0,0.47,0.08,0.1,-,0.23,0.8,0.57,0.68,0.01,0.02,0.31,0.0,0.03,0.06,0.42,0.31,0.31,0.16,0.0,0.04,1.31,2.19,9.65,6.96,6.39,5.65,5.4,6.73,6.99,8.52,-,2.71,2.09,1.05,8.13,8.13,9.0,8.99,7.12,6.03,5.31,4.7,2.44,3.68,4.27,4.34,4.71,8.97,4.78,4.12,2.92,3.21,3.21,3.66,4.65,5.23,6.26,5.69,2.04,0.97,8.59,8.34,6.85,3.22,3.9,2.89,2.84,2.23,7.92,6.7,7.37,4.37,6.47,6.67,6.43,4.28,3.0,2.68,0.03,0.36,0.69,0.34,0.04,0.03,0.0,-,-,-,-,-,-,0.11,-
2020-06-07 08:00 - 10:00,587.03,0.24,0.23,1.47,1.29,0.49,0.45,0.0,0.0,2.84,3.01,0.1,0.51,-,0.35,0.5,1.14,1.0,0.93,0.96,3.96,3.49,0.22,0.25,1.19,1.38,3.19,4.6,0.6,0.35,-,3.51,0.58,0.71,0.66,1.06,7.13,6.54,6.43,4.52,0.63,0.54,0.0,-,0.15,0.0,0.07,0.0,6.66,5.36,0.18,0.33,7.96,3.45,0.0,0.01,3.89,3.86,0.29,0.33,0.42,-,0.0,0.01,0.25,0.0,0.09,0.0,0.21,0.0,0.15,3.69,0.0,4.45,0.02,-,2.96,3.48,0.53,0.49,-,-,0.42,0.0,0.71,0.16,0.16,-,0.41,1.09,0.84,0.98,0.02,0.03,0.35,0.0,0.03,0.11,0.59,0.51,0.46,0.25,0.04,0.06,2.05,3.45,13.63,10.35,9.94,8.69,8.12,10.08,9.66,11.72,-,3.71,2.88,1.37,11.71,11.71,12.74,13.18,10.98,8.65,7.73,6.93,3.45,5.73,6.42,6.41,7.15,12.41,7.38,6.04,5.01,5.08,5.37,5.72,7.14,8.24,10.44,9.28,3.8,1.6,14.76,14.21,11.37,5.29,7.08,5.18,5.03,3.16,13.53,11.94,12.86,7.92,11.26,11.73,11.58,8.14,5.1,4.64,0.06,0.65,1.18,0.52,0.07,0.03,0.0,-,-,-,-,-,-,0.18,-
2020-06-07 10:00 - 12:00,675.88,0.24,0.23,1.78,1.57,0.56,0.52,0.0,0.0,3.33,3.44,0.1,0.57,-,0.39,0.56,1.19,1.1,1.02,1.22,4.36,3.77,0.24,0.3,1.43,1.57,3.72,5.29,0.74,0.41,-,4.01,0.77,0.75,0.77,1.13,7.98,7.32,7.97,5.74,0.7,0.66,0.0,-,0.15,0.0,0.08,0.0,7.74,6.27,0.21,0.47,7.96,3.95,0.0,0.01,3.89,5.22,0.33,0.38,0.42,-,0.0,0.01,0.25,0.0,0.1,0.0,0.25,0.0,0.15,4.2,0.0,5.08,0.06,-,3.4,3.68,0.54,0.59,-,-,0.42,0.0,0.74,0.18,0.21,-,0.46,1.15,0.89,1.02,0.02,0.03,0.37,0.0,0.05,0.11,0.63,0.58,0.5,0.26,0.09,0.06,2.49,3.9,15.64,12.22,11.57,9.73,9.26,11.82,10.74,12.53,-,4.32,3.18,1.51,13.07,13.07,13.43,15.37,11.34,9.44,8.79,7.52,4.05,6.24,7.0,7.06,8.14,14.28,8.36,6.69,5.58,6.52,6.56,7.23,9.1,9.92,12.2,11.11,4.38,1.96,17.44,17.37,13.58,6.29,8.31,5.94,5.73,3.63,16.01,14.05,14.67,9.7,13.05,13.69,13.62,9.42,6.04,5.66,0.1,0.8,1.6,0.76,0.13,0.07,0.0,-,-,-,-,-,-,0.24,-
2020-06-07 12:00 - 14:00,718.54,0.24,0.23,2.03,1.67,0.71,0.66,0.0,0.0,3.63,3.66,0.09,0.73,-,0.45,0.64,1.29,1.18,1.19,1.26,4.7,4.01,0.25,0.3,1.43,1.85,3.99,5.44,0.79,0.49,-,4.32,0.77,0.94,0.83,1.21,7.98,7.84,8.0,6.25,0.72,0.66,0.0,-,0.14,0.0,0.08,0.0,7.95,6.64,0.26,0.5,-,4.04,0.0,0.01,3.69,5.22,0.34,0.38,0.46,-,0.0,0.01,0.27,0.0,0.13,0.0,0.28,0.0,0.13,4.72,0.0,5.68,0.06,-,3.62,4.1,0.57,0.61,-,-,0.43,0.0,0.75,0.18,0.3,-,0.53,1.25,0.97,1.04,0.02,0.03,0.38,0.0,0.05,0.09,0.73,0.58,0.61,0.29,0.09,0.0,2.61,4.28,16.7,13.2,12.21,10.35,9.54,12.49,10.78,13.32,-,4.43,3.58,1.65,13.46,13.46,15.03,16.18,12.75,10.47,9.73,8.27,4.46,6.81,7.68,7.88,8.56,15.42,8.68,7.58,6.02,6.52,7.32,7.23,9.1,10.49,12.95,11.84,5.22,2.28,19.8,19.63,14.24,6.88,8.49,6.02,5.96,3.69,17.87,15.54,16.18,10.86,15.17,15.34,15.02,10.19,6.49,6.12,0.1,0.88,1.66,0.76,0.13,0.07,0.0,-,-,-,-,-,-,0.25,-
2020-06-07 14:00 - 16:00,807.78,0.26,0.23,2.03,1.87,0.72,0.73,0.0,0.0,3.74,3.98,0.09,0.79,-,0.45,0.68,1.45,1.21,1.19,1.28,4.95,4.22,0.34,0.34,1.47,1.87,4.49,6.75,0.82,0.5,-,4.63,0.83,1.0,1.12,1.42,-,7.84,8.0,6.37,0.72,0.64,0.0,-,0.14,0.0,0.08,0.0,7.95,7.16,0.28,0.55,-,4.6,0.0,0.01,4.07,5.82,0.34,0.44,0.46,-,0.0,0.01,0.34,0.0,0.13,0.0,0.28,0.0,0.09,4.94,0.0,5.95,0.03,-,4.07,4.82,0.66,0.71,-,-,0.43,0.0,0.77,0.15,0.3,-,0.59,1.46,1.14,1.19,0.02,0.03,0.52,0.0,0.04,0.09,0.86,0.61,0.61,0.29,0.08,0.02,2.79,4.53,19.01,15.49,14.26,13.0,11.03,15.54,14.46,17.19,-,5.4,4.52,1.98,16.85,16.85,18.41,19.92,15.89,13.7,11.63,10.62,5.94,8.26,9.81,9.99,11.35,18.89,11.08,9.99,7.26,7.33,7.9,7.81,10.23,11.63,14.19,12.79,5.39,2.57,20.54,19.63,14.48,7.54,9.02,6.74,6.18,3.82,18.7,16.81,17.0,11.57,17.02,16.27,16.05,10.83,7.01,6.51,0.11,0.99,1.86,0.98,0.1,0.07,0.0,-,-,-,-,-,-,0.25,-
2020-06-07 16:00 - 18:00,817.34,0.3,0.29,2.04,1.87,0.72,0.77,0.0,0.0,3.74,3.98,0.11,0.79,-,0.42,0.73,1.54,1.31,1.17,1.28,5.03,4.51,0.34,0.35,1.6,2.05,4.74,7.1,0.82,0.5,-,4.63,0.85,1.0,1.12,1.59,-,-,6.61,6.68,0.74,0.65,0.0,-,0.13,0.0,0.07,0.0,-,7.49,0.32,0.57,-,4.88,0.0,0.01,4.26,6.51,0.37,0.48,0.46,-,0.0,0.01,0.34,0.0,0.12,0.0,0.28,0.0,0.12,4.94,0.0,6.17,0.03,-,4.26,4.95,0.66,0.75,-,-,0.43,0.0,0.84,0.15,0.3,-,0.6,1.5,1.14,1.32,0.01,0.03,0.54,0.0,0.04,0.08,0.96,0.65,0.62,0.32,0.08,0.03,2.81,4.59,19.97,16.54,14.85,13.45,11.98,15.95,15.85,17.85,-,5.95,4.8,2.03,17.86,17.86,18.86,21.04,16.89,13.89,11.82,10.69,6.34,8.49,10.25,10.43,12.51,19.75,12.24,11.11,7.26,7.33,7.9,8.33,10.77,11.72,14.19,12.79,5.39,2.57,21.09,19.97,14.73,7.58,9.98,6.92,6.21,3.87,18.7,16.81,17.0,11.57,17.02,16.27,16.05,10.83,7.01,6.51,0.11,0.99,1.86,0.98,0.17,0.09,0.0,-,-,-,-,-,-,0.26,-
2020-06-07 18:00 - 20:00,820.28,0.3,0.29,2.31,2.0,0.77,0.79,0.0,0.0,4.08,4.16,0.11,0.73,-,0.41,0.74,1.59,1.44,1.19,1.52,6.3,4.71,0.3,0.35,1.66,2.05,4.92,7.1,0.85,0.56,-,4.86,0.92,0.94,1.04,1.59,-,-,-,6.91,0.84,0.75,0.0,-,0.12,0.0,0.06,0.0,-,7.85,0.32,0.57,-,5.09,0.0,0.01,4.26,6.51,0.37,0.51,0.62,-,0.0,0.0,0.32,0.0,0.11,0.0,0.27,0.0,0.12,5.37,0.0,6.68,0.03,-,4.4,5.18,0.68,0.76,-,-,0.43,0.0,0.9,0.19,0.27,-,0.6,1.5,1.15,1.32,0.01,0.05,0.54,0.0,0.04,0.08,0.96,0.65,0.69,0.32,0.06,0.03,2.91,4.78,19.97,16.54,15.25,13.45,11.98,15.95,15.85,17.86,-,5.95,4.8,2.03,17.86,17.86,18.86,21.04,16.89,13.89,11.82,10.69,6.34,8.49,10.25,10.43,12.51,19.75,12.24,11.11,6.97,7.28,7.77,8.89,11.71,12.44,14.71,12.81,5.49,2.49,21.09,20.6,15.77,7.79,9.98,6.92,6.69,4.2,18.31,16.95,16.64,11.53,16.02,15.83,15.82,11.19,7.0,6.53,0.09,1.01,1.74,0.94,0.17,0.1,0.0,-,-,-,-,-,-,0.32,-
2020-06-07 20:00 - 22:00,830.75,0.29,0.27,2.46,2.06,0.81,0.79,0.0,0.0,4.14,4.46,0.15,0.72,-,0.41,0.86,1.63,1.52,1.19,1.52,6.56,4.71,0.31,0.35,1.74,2.01,4.98,6.84,0.91,0.58,-,4.99,0.92,0.95,0.92,1.5,-,-,-,7.06,0.85,0.78,0.0,-,0.13,0.0,0.07,0.0,-,7.94,0.32,0.54,-,5.19,0.0,0.01,4.42,5.74,0.37,0.52,0.62,-,0.0,0.0,0.3,0.0,0.1,0.0,0.34,0.0,0.13,5.72,0.0,7.38,0.03,-,4.51,5.34,0.68,0.76,-,-,0.46,0.0,0.92,0.19,0.28,-,0.67,1.5,1.24,1.41,0.01,0.05,0.52,0.0,0.04,0.1,0.91,0.69,0.69,0.35,0.07,0.03,2.96,4.78,20.32,16.65,15.25,13.23,12.08,15.73,15.44,18.58,-,5.81,4.47,1.84,17.14,17.14,18.7,20.6,16.72,13.29,12.09,10.39,6.06,8.32,9.48,9.95,12.13,18.89,11.46,10.23,7.55,7.53,8.28,9.2,12.05,13.45,15.2,13.35,5.74,2.42,22.31,21.87,16.8,8.2,9.84,7.52,6.94,4.59,19.78,17.24,17.3,11.94,16.54,16.4,16.7,11.46,7.34,7.37,0.11,1.02,1.81,1.02,0.13,0.15,0.0,-,-,-,-,-,-,0.32,-
2020-06-07 22:00 - 24:00,859.29,0.28,0.27,2.46,2.06,0.81,0.79,0.0,0.0,4.14,4.46,0.15,0.72,-,0.41,0.86,1.63,1.52,1.17,1.4,6.56,3.89,0.31,0.35,1.74,2.01,4.98,6.84,0.91,0.58,-,4.99,0.87,0.95,0.9,1.46,8.0,7.67,7.76,7.06,0.85,0.78,0.0,-,0.13,0.0,0.07,0.0,7.84,7.94,0.26,0.5,-,5.19,0.0,0.01,4.42,5.68,0.37,0.52,0.6,-,0.0,0.0,0.28,0.0,0.09,0.0,0.34,0.0,0.13,5.72,0.0,7.38,0.02,-,4.51,5.34,0.67,0.76,-,-,0.46,0.0,0.92,0.19,0.28,-,0.67,1.44,1.24,1.41,0.01,0.04,0.52,0.0,0.03,0.1,0.91,0.69,0.67,0.35,0.07,0.02,2.96,4.71,20.32,16.65,15.08,13.23,12.08,15.56,15.44,18.58,-,5.81,4.43,1.84,17.14,17.14,18.7,20.28,16.72,13.29,12.09,10.39,6.06,8.23,9.47,9.95,12.13,18.89,11.46,9.87,7.55,7.53,8.28,9.2,12.05,13.45,15.2,13.35,5.74,2.36,22.31,21.87,16.8,8.2,9.84,7.52,6.94,4.59,19.78,17.24,17.3,11.94,16.54,16.4,16.7,11.46,7.34,7.37,0.15,1.02,1.81,1.02,0.11,0.15,0.0,-,-,-,-,-,-,0.28,-
2020-06-08 00:00 - 02:00,739.54,0.25,0.2,1.9,1.82,0.57,0.57,0.0,0.0,3.57,3.81,0.1,0.58,-,0.36,0.63,1.17,1.05,0.99,1.11,5.43,3.14,0.28,0.33,1.43,1.58,4.19,5.96,0.71,0.46,-,4.1,0.78,0.91,0.82,1.14,8.0,7.67,7.76,6.14,0.69,0.61,0.0,-,0.08,0.0,0.03,0.0,7.84,7.18,0.23,0.48,5.77,4.53,0.0,0.01,3.81,5.07,0.26,0.35,0.41,-,0.0,0.0,0.2,0.0,0.09,0.0,0.26,0.0,0.1,4.77,0.0,5.56,0.02,-,4.1,4.69,0.6,0.55,-,-,0.44,0.0,0.81,0.14,0.16,-,0.51,1.0,0.98,1.2,0.02,0.04,0.4,0.0,0.03,0.07,0.79,0.59,0.57,0.27,0.05,0.02,2.75,4.25,17.16,13.17,12.79,12.12,10.41,13.57,12.43,14.27,-,4.79,4.03,1.43,13.53,13.53,14.42,15.95,13.7,10.74,9.67,8.64,4.91,6.96,8.28,8.48,10.51,16.69,9.33,8.48,6.62,6.71,7.61,7.65,10.32,12.22,12.68,11.2,5.24,2.05,19.31,18.59,13.4,6.43,8.68,7.01,5.42,3.49,17.82,15.63,15.51,10.89,15.24,15.07,14.8,10.14,6.63,6.39,0.15,0.9,1.61,0.86,0.09,0.06,0.0,-,-,-,-,-,-,0.23,-
2020-06-08 02:00 - 04:00,374.04,0.12,0.14,0.97,0.8,0.24,0.26,0.0,0.0,1.92,1.73,0.05,0.29,-,0.18,0.29,0.49,0.48,0.42,0.46,2.66,1.63,0.09,0.16,0.62,0.73,1.93,2.77,0.32,0.24,-,1.88,0.54,0.46,0.37,0.64,4.44,4.29,5.19,3.62,0.26,0.24,0.0,-,0.06,0.0,0.01,0.0,4.37,3.53,0.09,0.19,5.77,2.15,0.0,0.01,1.65,2.4,0.13,0.15,0.19,-,0.0,0.0,0.06,0.0,0.03,0.0,0.1,0.0,0.03,2.53,0.0,3.01,0.01,-,2.02,2.07,0.25,0.33,-,-,0.2,0.0,0.31,0.08,0.06,-,0.18,0.46,0.44,0.74,0.02,0.02,0.2,0.0,0.01,0.04,0.3,0.23,0.26,0.1,0.02,0.02,1.7,2.54,8.08,5.68,6.91,4.7,5.52,6.61,5.68,6.12,-,2.32,1.62,0.57,6.75,6.75,7.26,8.21,6.42,5.21,5.06,4.66,2.33,3.31,4.3,4.83,4.77,8.09,4.44,4.09,3.79,3.55,3.96,4.05,4.98,6.53,7.11,5.52,2.72,0.93,9.97,10.1,6.61,2.89,4.54,3.42,2.36,1.53,8.63,8.21,7.42,5.99,8.21,8.01,7.07,5.23,3.72,3.5,0.03,0.48,0.83,0.55,0.07,0.04,0.0,-,-,-,-,-,-,0.2,-
2020-06-08 04:00 - 06:00,179.46,0.06,0.06,0.42,0.32,0.17,0.13,0.0,0.0,1.03,0.86,0.06,0.17,-,0.13,0.21,0.38,0.33,0.2,0.21,1.53,0.76,0.07,0.08,0.56,0.53,1.1,1.45,0.19,0.09,-,0.92,0.35,0.14,0.21,0.29,1.94,1.9,2.15,1.48,0.14,0.16,0.0,-,0.06,0.0,0.02,0.0,2.13,1.45,0.07,0.13,2.86,1.17,0.0,0.01,0.88,1.26,0.07,0.08,0.11,-,0.0,0.0,0.06,0.0,0.03,0.0,0.08,0.0,0.02,1.1,0.0,1.41,0.01,-,0.91,0.94,0.12,0.19,-,-,0.09,0.0,0.21,0.03,0.06,-,0.13,0.38,0.21,0.3,0.0,0.01,0.17,0.0,0.02,0.04,0.17,0.13,0.16,0.07,0.01,0.01,0.66,1.07,4.13,3.15,3.85,2.2,3.34,2.41,3.32,3.77,-,1.36,1.03,0.53,4.46,4.46,4.07,4.9,3.25,2.8,2.38,2.27,1.09,1.78,2.42,2.13,2.3,4.03,2.27,1.8,1.74,1.45,1.53,1.78,2.31,2.61,2.93,2.73,1.07,0.57,3.93,4.15,3.11,1.17,1.56,1.55,1.28,0.82,3.36,3.3,3.05,2.4,3.58,2.95,2.95,1.91,1.84,1.36,0.02,0.24,0.49,0.22,0.02,0.03,0.0,-,-,-,-,-,-,0.07,-
2020-06-08 06:00 - 08:00,422.35,0.18,0.1,1.01,0.98,0.39,0.42,0.0,0.0,2.16,2.02,0.07,0.44,-,0.26,0.38,0.82,0.69,0.7,0.69,3.82,1.99,0.15,0.16,0.96,1.1,2.66,3.39,0.41,0.21,-,2.35,0.46,0.45,0.51,0.69,5.15,4.43,4.33,3.1,0.4,0.42,0.0,-,0.12,0.0,0.03,0.0,5.06,3.7,0.16,0.2,7.31,2.83,0.0,0.01,1.95,3.17,0.24,0.24,0.24,-,0.0,0.0,0.13,0.0,0.05,0.0,0.18,0.0,0.1,2.69,0.0,3.11,0.02,-,2.08,2.5,0.41,0.36,-,-,0.21,0.0,0.48,0.07,0.11,-,0.33,0.83,0.57,0.61,0.01,0.02,0.27,0.0,0.02,0.08,0.45,0.29,0.38,0.16,0.04,0.01,1.34,2.31,9.83,7.24,8.65,4.98,7.4,6.14,7.46,8.99,-,3.19,2.32,1.0,9.16,9.16,8.85,10.4,7.62,6.24,5.76,5.01,2.63,4.08,4.99,5.13,6.01,10.06,5.6,4.6,3.15,3.72,3.59,4.16,6.44,6.7,6.99,6.38,2.6,1.23,10.31,10.23,7.72,3.61,4.23,3.35,3.52,2.23,8.56,8.0,8.04,5.17,7.53,7.4,7.3,4.81,3.52,3.02,0.08,0.67,0.9,0.44,0.12,0.05,0.0,-,-,-,-,-,-,0.13,-
2020-06-08 08:00 - 10:00,551.6,0.23,0.21,1.66,1.29,0.42,0.54,0.0,0.0,2.82,2.59,0.1,0.5,-,0.35,0.62,1.01,0.96,0.94,0.92,4.66,2.67,0.21,0.21,1.18,1.4,3.04,5.23,0.62,0.37,-,3.22,0.66,0.69,0.67,0.9,6.61,5.91,6.08,4.68,0.53,0.49,0.0,-,0.17,0.0,0.05,0.0,6.58,5.21,0.18,0.32,7.31,3.49,0.0,0.01,2.58,4.01,0.27,0.31,0.32,-,0.0,0.01,0.2,0.0,0.08,0.0,0.21,0.0,0.1,3.59,0.0,4.4,0.02,-,2.78,2.9,0.43,0.49,-,-,0.4,0.0,0.65,0.14,0.18,-,0.5,0.93,0.76,0.91,0.01,0.03,0.4,0.0,0.02,0.08,0.54,0.37,0.52,0.25,0.05,0.03,1.86,3.37,12.19,9.17,10.96,5.91,9.66,6.94,9.1,10.68,-,3.77,2.83,1.26,11.07,11.07,11.02,12.77,9.44,8.02,7.25,6.45,3.43,4.94,6.57,6.32,7.1,12.68,6.96,5.81,4.51,5.15,4.94,5.65,7.08,8.1,9.91,9.0,3.59,1.66,13.62,13.03,11.01,5.06,6.58,4.76,4.9,2.71,12.11,11.02,11.43,7.45,10.2,10.68,10.92,7.26,5.1,4.45,0.1,0.89,1.18,0.54,0.14,0.06,0.0,-,-,-,-,-,-,0.21,-
2020-06-08 10:00 - 12:00,593.82,0.23,0.21,1.66,1.52,0.53,0.61,0.0,0.0,3.06,2.98,0.13,0.52,-,0.39,0.63,1.01,0.97,0.99,0.99,4.9,2.8,0.23,0.31,1.24,1.43,3.28,5.8,0.66,0.42,-,3.55,0.7,0.74,0.72,1.14,7.1,6.47,6.82,4.91,0.58,0.53,0.0,-,0.17,0.0,0.05,0.0,6.88,5.43,0.2,0.36,-,3.61,0.0,0.01,3.02,4.88,0.33,0.33,0.35,-,0.0,0.01,0.2,0.0,0.08,0.0,0.21,0.0,0.1,3.99,0.0,4.6,0.04,-,3.17,3.46,0.54,0.49,-,-,0.4,0.0,0.77,0.16,0.21,-,0.53,1.0,0.89,0.94,0.01,0.03,0.48,0.0,0.04,0.08,0.64,0.52,0.52,0.25,0.05,0.03,2.09,3.74,13.66,10.7,11.97,6.76,10.86,7.66,9.49,11.42,-,3.78,2.96,1.37,11.64,11.64,12.28,14.35,10.98,9.07,7.85,6.69,3.75,6.04,6.89,6.67,7.34,13.18,7.26,6.17,4.78,5.56,5.42,5.94,7.27,8.71,10.85,9.61,3.83,1.67,15.13,14.12,11.98,5.63,6.92,5.06,5.54,3.08,13.93,12.13,12.64,7.91,11.31,11.82,11.88,8.04,5.42,4.88,0.15,0.98,1.28,0.8,0.15,0.06,0.0,-,-,-,-,-,-,0.24,-
